contrast,midtime,estimate,lower.HPD,upper.HPD
present effect,101,-0.3570186536584231,-0.9416987597294395,0.2037022085367819
absent effect,102,0.35815553039791204,-0.20917241127631298,0.9389275892746882
present effect,102,-0.35815553039791204,-0.9389275892746882,0.20917241127631298
absent effect,103,0.35932953703899073,-0.21199729900519426,0.9387476761925594
present effect,103,-0.35932953703899073,-0.9387476761925594,0.21199729900519426
absent effect,104,0.36027146674397503,-0.21008227256629708,0.9429952755353518
present effect,104,-0.36027146674397503,-0.9429952755353518,0.21008227256629708
absent effect,105,0.3613538657934477,-0.211511385377286,0.9448888624192772
present effect,105,-0.3613538657934477,-0.9448888624192772,0.211511385377286
absent effect,106,0.36231717561268695,-0.21515965689680727,0.943727330091861
present effect,106,-0.36231717561268695,-0.943727330091861,0.21515965689680727
absent effect,107,0.36294834386406083,-0.21558500217086038,0.945822019320002
present effect,107,-0.36294834386406083,-0.945822019320002,0.21558500217086038
absent effect,108,0.3637857071303936,-0.21622300731429084,0.9490324268512699
present effect,108,-0.3637857071303936,-0.9490324268512699,0.21622300731429084
absent effect,109,0.3645207754636086,-0.2183326072191244,0.9507191242402976
present effect,109,-0.3645207754636086,-0.9507191242402976,0.2183326072191244
absent effect,110,0.3651636812588239,-0.20160926851270253,0.9695276464097992
present effect,110,-0.3651636812588239,-0.9695276464097992,0.20160926851270253
absent effect,111,0.3659847961125624,-0.22574849669377445,0.9487836052501756
present effect,111,-0.3659847961125624,-0.9487836052501756,0.22574849669377445
absent effect,112,0.36664973201907247,-0.22616533186624832,0.9507785971180498
present effect,112,-0.36664973201907247,-0.9507785971180498,0.22616533186624832
absent effect,113,0.36671393265753965,-0.21815309698216415,0.9627076906835014
present effect,113,-0.36671393265753965,-0.9627076906835014,0.21815309698216415
absent effect,114,0.3676940940143142,-0.20803346540427803,0.9749468362278059
present effect,114,-0.3676940940143142,-0.9749468362278059,0.20803346540427803
absent effect,115,0.3683631918585904,-0.20778900052656135,0.9770707803143398
present effect,115,-0.3683631918585904,-0.9770707803143398,0.20778900052656135
absent effect,116,0.36854302448641985,-0.21025738514276834,0.9784725920004345
present effect,116,-0.36854302448641985,-0.9784725920004345,0.21025738514276834
absent effect,117,0.36921505968491686,-0.20680904645654893,0.9854353063560016
present effect,117,-0.36921505968491686,-0.9854353063560016,0.20680904645654893
absent effect,118,0.36950656139262716,-0.20938699246570314,0.9858451903082455
present effect,118,-0.36950656139262716,-0.9858451903082455,0.20938699246570314
absent effect,119,0.3700713251254504,-0.20901160631248622,0.987787405946442
present effect,119,-0.3700713251254504,-0.987787405946442,0.20901160631248622
absent effect,120,0.3704188306575831,-0.21007557095435028,0.9912361444990359
present effect,120,-0.3704188306575831,-0.9912361444990359,0.21007557095435028
absent effect,121,0.37038099883299347,-0.23968091447863543,0.9645258867829828
present effect,121,-0.37038099883299347,-0.9645258867829828,0.23968091447863543
absent effect,122,0.37055249956374753,-0.23985785007740484,0.9674050560949689
present effect,122,-0.37055249956374753,-0.9674050560949689,0.23985785007740484
absent effect,123,0.37101121561340134,-0.224007200220752,0.9870859856656542
present effect,123,-0.37101121561340134,-0.9870859856656542,0.224007200220752
absent effect,124,0.3714901557713829,-0.23444451015742857,0.9792870992090921
present effect,124,-0.3714901557713829,-0.9792870992090921,0.23444451015742857
absent effect,125,0.3720215062576645,-0.236105650882592,0.9814161594633501
present effect,125,-0.3720215062576645,-0.9814161594633501,0.236105650882592
absent effect,126,0.37227956453008415,-0.23967493948967766,0.9821482938501215
present effect,126,-0.37227956453008415,-0.9821482938501215,0.23967493948967766
absent effect,127,0.37233225725570557,-0.221111963090636,1.004419775816361
present effect,127,-0.37233225725570557,-1.004419775816361,0.221111963090636
absent effect,128,0.37231239698970203,-0.2281185951242531,1.0011794090247987
present effect,128,-0.37231239698970203,-1.0011794090247987,0.2281185951242531
absent effect,129,0.3724632436451798,-0.2286742764024351,1.0033539309293869
present effect,129,-0.3724632436451798,-1.0033539309293869,0.2286742764024351
absent effect,130,0.3720483863419695,-0.24747906830222963,0.9895720497143862
present effect,130,-0.3720483863419695,-0.9895720497143862,0.24747906830222963
absent effect,131,0.37220186295295776,-0.2500490346270029,0.9911842318770392
present effect,131,-0.37220186295295776,-0.9911842318770392,0.2500490346270029
absent effect,132,0.3720723767171175,-0.25382267235178735,0.990603115082114
present effect,132,-0.3720723767171175,-0.990603115082114,0.25382267235178735
absent effect,133,0.37151431929365814,-0.26129856938547813,0.9868540130319378
present effect,133,-0.37151431929365814,-0.9868540130319378,0.26129856938547813
absent effect,134,0.37116284012635126,-0.26288081807527186,0.9898602610137585
present effect,134,-0.37116284012635126,-0.9898602610137585,0.26288081807527186
absent effect,135,0.3708130320419954,-0.2606615941823802,0.994727450707208
present effect,135,-0.3708130320419954,-0.994727450707208,0.2606615941823802
absent effect,136,0.37073323339308617,-0.2607556617196977,0.9971666113996616
present effect,136,-0.37073323339308617,-0.9971666113996616,0.2607556617196977
absent effect,137,0.370339855665236,-0.2595381339271056,1.0023652177903322
present effect,137,-0.370339855665236,-1.0023652177903322,0.2595381339271056
absent effect,138,0.37013344500160833,-0.2626656720549223,1.0033455528493143
present effect,138,-0.37013344500160833,-1.0033455528493143,0.2626656720549223
absent effect,139,0.36964455126629586,-0.2675999022925384,1.0022098573090958
present effect,139,-0.36964455126629586,-1.0022098573090958,0.2675999022925384
absent effect,140,0.36913286572479387,-0.2632162421477741,1.0102099018217032
present effect,140,-0.36913286572479387,-1.0102099018217032,0.2632162421477741
absent effect,141,0.36853039573179214,-0.2652522767161612,1.0111556907118227
present effect,141,-0.36853039573179214,-1.0111556907118227,0.2652522767161612
absent effect,142,0.3676257100124708,-0.26797406235036164,1.0123091068117458
present effect,142,-0.3676257100124708,-1.0123091068117458,0.26797406235036164
absent effect,143,0.36737227700795155,-0.27040053720888185,1.014796503084898
present effect,143,-0.36737227700795155,-1.014796503084898,0.27040053720888185
absent effect,144,0.36692763456496336,-0.2663375404181088,1.022319905612951
present effect,144,-0.36692763456496336,-1.022319905612951,0.2663375404181088
absent effect,145,0.36658462018658766,-0.26661306350114994,1.025876796824076
present effect,145,-0.36658462018658766,-1.025876796824076,0.26661306350114994
absent effect,146,0.3664471100326334,-0.27572322327862675,1.0203248387847474
present effect,146,-0.3664471100326334,-1.0203248387847474,0.27572322327862675
absent effect,147,0.3660845054838354,-0.2791241027550004,1.0207894486553537
present effect,147,-0.3660845054838354,-1.0207894486553537,0.2791241027550004
absent effect,148,0.36512288447249674,-0.2843935778981162,1.0189320226846508
present effect,148,-0.36512288447249674,-1.0189320226846508,0.2843935778981162
absent effect,149,0.3646754240893405,-0.28933934212522217,1.0175761960205378
present effect,149,-0.3646754240893405,-1.0175761960205378,0.28933934212522217
absent effect,150,0.3638748740158335,-0.28840344859743233,1.023817599265622
present effect,150,-0.3638748740158335,-1.023817599265622,0.28840344859743233
absent effect,151,0.36334471437938387,-0.2894331929771582,1.0270349413629127
present effect,151,-0.36334471437938387,-1.0270349413629127,0.2894331929771582
absent effect,152,0.3627035097977149,-0.29745383270889475,1.021405651266785
present effect,152,-0.3627035097977149,-1.021405651266785,0.29745383270889475
absent effect,153,0.36245371252429415,-0.3000827819782676,1.0233808656583008
present effect,153,-0.36245371252429415,-1.0233808656583008,0.3000827819782676
absent effect,154,0.3619502650118779,-0.3043424831903789,1.0217505866886563
present effect,154,-0.3619502650118779,-1.0217505866886563,0.3043424831903789
absent effect,155,0.3613030046058163,-0.3087685394924003,1.0221834667383118
present effect,155,-0.3613030046058163,-1.0221834667383118,0.3087685394924003
absent effect,156,0.3609477652743279,-0.3117427349442424,1.023688614024576
present effect,156,-0.3609477652743279,-1.023688614024576,0.3117427349442424
absent effect,157,0.3600444254657712,-0.3118294324617219,1.0277183938452454
present effect,157,-0.3600444254657712,-1.0277183938452454,0.3118294324617219
absent effect,158,0.35981430215798005,-0.3144122126117708,1.0288761089873388
present effect,158,-0.35981430215798005,-1.0288761089873388,0.3144122126117708
absent effect,159,0.3589916469520028,-0.3204640482478541,1.026408201840066
present effect,159,-0.3589916469520028,-1.026408201840066,0.3204640482478541
absent effect,160,0.35817431937711564,-0.3226644154345121,1.0289086719870801
present effect,160,-0.35817431937711564,-1.0289086719870801,0.3226644154345121
absent effect,161,0.35759717930330503,-0.3207998709369658,1.0346436349681238
present effect,161,-0.35759717930330503,-1.0346436349681238,0.3207998709369658
absent effect,162,0.3565256690562053,-0.32376094161261704,1.0359250533556155
present effect,162,-0.3565256690562053,-1.0359250533556155,0.32376094161261704
absent effect,163,0.3553234116773415,-0.32975677366179174,1.0345193293878874
present effect,163,-0.3553234116773415,-1.0345193293878874,0.32975677366179174
absent effect,164,0.35424681882450665,-0.33290866097693267,1.0356692608303726
present effect,164,-0.35424681882450665,-1.0356692608303726,0.33290866097693267
absent effect,165,0.35333026749335317,-0.3349122764738589,1.039540928835516
present effect,165,-0.35333026749335317,-1.039540928835516,0.3349122764738589
absent effect,166,0.3520740768577728,-0.3380366557989675,1.0416942123945283
present effect,166,-0.3520740768577728,-1.0416942123945283,0.3380366557989675
absent effect,167,0.35071478685615287,-0.34364685633873465,1.0421418835197855
present effect,167,-0.35071478685615287,-1.0421418835197855,0.34364685633873465
absent effect,168,0.34977047049640075,-0.36697976400329035,1.0226402569474218
present effect,168,-0.34977047049640075,-1.0226402569474218,0.36697976400329035
absent effect,169,0.3485755003466973,-0.3685340400604435,1.0263144614877933
present effect,169,-0.3485755003466973,-1.0263144614877933,0.3685340400604435
absent effect,170,0.3475731849200643,-0.36637764803187645,1.0326666368057287
present effect,170,-0.3475731849200643,-1.0326666368057287,0.36637764803187645
absent effect,171,0.3465218972134309,-0.36805444673405224,1.0346175957905803
present effect,171,-0.3465218972134309,-1.0346175957905803,0.36805444673405224
absent effect,172,0.34516881539109256,-0.37461700852322377,1.0347592655264255
present effect,172,-0.34516881539109256,-1.0347592655264255,0.37461700852322377
absent effect,173,0.34388271352967636,-0.36128093763734326,1.0525053511155953
present effect,173,-0.34388271352967636,-1.0525053511155953,0.36128093763734326
absent effect,174,0.34296245657171515,-0.3602895827372561,1.0570766615282965
present effect,174,-0.34296245657171515,-1.0570766615282965,0.3602895827372561
absent effect,175,0.34205131278932216,-0.3643216863583415,1.057046021959594
present effect,175,-0.34205131278932216,-1.057046021959594,0.3643216863583415
absent effect,176,0.34135943952790937,-0.3679166243835946,1.0580727361824853
present effect,176,-0.34135943952790937,-1.0580727361824853,0.3679166243835946
absent effect,177,0.3397380626175883,-0.3787904760253584,1.0528905241035937
present effect,177,-0.3397380626175883,-1.0528905241035937,0.3787904760253584
absent effect,178,0.3386009885302682,-0.3799286350165116,1.0579917565984176
present effect,178,-0.3386009885302682,-1.0579917565984176,0.3799286350165116
absent effect,179,0.3375229828015662,-0.37789463522879657,1.0631819741884054
present effect,179,-0.3375229828015662,-1.0631819741884054,0.37789463522879657
absent effect,180,0.3360869869248788,-0.382823722116427,1.0645832604088301
present effect,180,-0.3360869869248788,-1.0645832604088301,0.382823722116427
absent effect,181,0.3355318738804835,-0.3869144258987659,1.0654523094417239
present effect,181,-0.3355318738804835,-1.0654523094417239,0.3869144258987659
absent effect,182,0.33436706783486897,-0.39017567843541184,1.068190319525441
present effect,182,-0.33436706783486897,-1.068190319525441,0.39017567843541184
absent effect,183,0.3332326717043417,-0.3939464588048551,1.0698401526393293
present effect,183,-0.3332326717043417,-1.0698401526393293,0.3939464588048551
absent effect,184,0.33239508608875645,-0.40829913726919514,1.0614759249427221
present effect,184,-0.33239508608875645,-1.0614759249427221,0.40829913726919514
absent effect,185,0.33109770013642925,-0.41152514076522084,1.064243937574009
present effect,185,-0.33109770013642925,-1.064243937574009,0.41152514076522084
absent effect,186,0.3297114576339253,-0.40553464785717025,1.0754806682571487
present effect,186,-0.3297114576339253,-1.0754806682571487,0.40553464785717025
absent effect,187,0.3282466502160032,-0.408937044460688,1.077675659070214
present effect,187,-0.3282466502160032,-1.077675659070214,0.408937044460688
absent effect,188,0.3265998973475012,-0.41683472579596975,1.075363473235374
present effect,188,-0.3265998973475012,-1.075363473235374,0.41683472579596975
absent effect,189,0.32525018196889055,-0.4238806064618828,1.0743314822806531
present effect,189,-0.32525018196889055,-1.0743314822806531,0.4238806064618828
absent effect,190,0.32372686836184184,-0.42666167909711683,1.0779248282811802
present effect,190,-0.32372686836184184,-1.0779248282811802,0.42666167909711683
absent effect,191,0.32246640927287673,-0.42948020939914655,1.0808256482561995
present effect,191,-0.32246640927287673,-1.0808256482561995,0.42948020939914655
absent effect,192,0.3207569181040084,-0.4373631800106801,1.0811357903861092
present effect,192,-0.3207569181040084,-1.0811357903861092,0.4373631800106801
absent effect,193,0.3188415862432252,-0.42289140270420855,1.1014454230753872
present effect,193,-0.3188415862432252,-1.1014454230753872,0.42289140270420855
absent effect,194,0.31717726156717985,-0.42672323932145767,1.10438640512747
present effect,194,-0.31717726156717985,-1.10438640512747,0.42672323932145767
absent effect,195,0.31577737973498327,-0.44435573288299973,1.0928385132668696
present effect,195,-0.31577737973498327,-1.0928385132668696,0.44435573288299973
absent effect,196,0.3140280924091161,-0.44620837988701495,1.0971649691319616
present effect,196,-0.3140280924091161,-1.0971649691319616,0.44620837988701495
absent effect,197,0.3122655199078508,-0.45494046218168904,1.0941909309849407
present effect,197,-0.3122655199078508,-1.0941909309849407,0.45494046218168904
absent effect,198,0.3110322801484745,-0.45786901722687623,1.0975962376374075
present effect,198,-0.3110322801484745,-1.0975962376374075,0.45786901722687623
absent effect,199,0.3097749806343396,-0.46520867334646815,1.095902995438246
